attribComp.label6;Save in File
attribCompEdIn.button0;OK
attribCompEdIn.label0; 
attribCompEdIn.label1;Name
attribCompSav.button0;OK
attribCompSav.button1;OK
attribCompSav.dropicon0;Waste Basket
attribCompSav.dropicon1;Waste Basket
attribCompSav.label0;File Name
attribCompSav.label1; 
attributesEdit;Properties
buttonPreviewDummyIcon;Preview with the DummyAdpater
buttonPreviewIcon;Preview
buttonPreviewNewClassesIcon;Preview with latest Classes
buttonPublishIcon;Publish
ce.alreadyex;File already exist.
ce.attributes;Attributes
ce.docu;Documentation
ce.domain;Domain
ce.exit;Exit
ce.file;File
ce.help;Help
ce.inputname;Please input a name
ce.new;New
ce.nounsaved;There are no unsaved changes...
ce.open;Open
ce.pos;Positioning
ce.protocol;Protocol&nbspExtension
ce.save;Save
ce.selctrlordata;Please select a control or datatype and try again
ce.sellinefirst;Please select a line first and try again
ce.wrotef;Wrote file &1
ce.xml;XML
ce.xmldefaults;XML Defaults
closePage;Close Page
codeAssAdapterCode;Adapter Code
codeAssBinding;Binding
codeAssGenCode;Generated Code
codeAssGenerateCode;Generate Code
codeAssMethods;Methods
codeAssProperties;Properties
codeAssTakeOver;Take Over
configCodeAssSettings;Code Assistant Settings
configCodeDir;Source Directory
configConfigFile;Configuration File
configDir;Directory
configName;Name
configOneLine;Property Method Within One Line
configPathInfo;Path Info
configPrefix;Use Prefix
configSave;Save And Apply
configSpacesPerTab;Spaces Per Tab
configXMLDir;XML Directory
configXMLDirectorySettings;XML
disablePropNameValidation;Disable validation
dtdPopupTitle;Data Type Definition (DTD)
ec.attributes;Attribute Maintenance
ec.classMembers;Class Members
ec.dynvalidvalues;Dynamic List of Valid Values
ec.general;General
ec.java;Java
ec.javaClassName;Java Classname
ec.validation;Validation of Property and Method Names
ed6.cmi.dtd;DTD
ed6.msg.errorsoccured;Errors occurred during generation. Details via Home->Protocol.
ed6.msg.nonode;No node selected! 
ed6.msg.noprotocol;No protocol available - please first preview screen
ed6.ucannotremove;You can not remove node &1 (root node). Use the Layout Manager to delete the entire XML layout.
editorHTTPTrace.label1;(e.g. character &quot\;.&quot\; or &quot\;_&quot\;)
editorHTTPTrace.label2;Group layouts in alphabetical order - 25 layouts per folder
editorHTTPTrace.label3;Do not group - show layouts as flat list
editorviewcoding.column0; 
editorviewcoding.column1; 
editorviewcoding.column2;codeLine
editorviewcoding.column3; 
editorviewcoding.column4; 
editorvml.helpicon0;Translation Hints
editorvml.helpicon1;Translation Hints
errorAttrModelMissing;Code Assistant is not available. Please input attribute MODEL at the root tag first
errorAttrObjectclassMissing;Code Assistant is not available. Please input attribute "objectclass" at tag "cisfo:foppage2" first
errorAttrPagenameMissing;Literal Assistant is not available. Please input attribute TRANSLATIONREFERENCE at the root tag first
errorBufferEmpty;No items available in copy&paste buffer
errorCodeGenAreaEmpty;There is no code that could be taken over
errorCodeGenMissingInsertPos;You did not set the insert position within the source code yet. Please select a line within the source cod
errorContextMenuRequestChildIsNotInSelection;Unable to open a context menu. Node "&2" in the sub tree of "&1" is not selected
errorCouldNotSave;Could not save file (Does directory exist? Is file writable?)
errorDragTargetEqualsDragItem;Unable to drag the item "&1". The drag target and the drag item are equal
errorInvalidDragItems;Unable to drag the items ("&1"" "&2" " ...). All the drag & drop items must have the same parent node
errorInvalidDragTarget;Unable to drag the items ("&2"" ...). The drag target "&1" is in the sub tree of "&2"
errorLiteralAssNotPreviewed;Literal Assistant is not available. Please preview the layout first
errorMethodRefersToOutsideAdapter;Can not generate code. Method &1 does not refer to the adapter class
errorMissingLanguage2;You did not input a language so far. Please input a language
errorNoFileLoaded;Please load layout first and retry
errorNoLineSelected;Please select a line first
errorNoNodeSelected;Please select an entry first and retry
errorNoProtocolAvailable;No log available - please first preview screen
errorNodeMove;Moving items is only allowed within one level
errorNodeNotDropable;Dropped node &1 does not fit to selected node
errorSelectSubNodeForPlacing;Control cannot be directly dropped - have a look into sub-nodes to place control
errorSideNodeNotAccept;Unable to paste item (&1 ...) beside the selected item
errorSourceDirMissing;Code Assistant is not available. The java source code directory is not set. Use Home->Preferences to set the directory
errorSourceDirNotExist;Code Assistant is not available. The java source code directory does not exist. Check setting via Home->Preferences
errorUpperNodeNotAccept;Unable to paste item (&1 ...) under the selected item
fniErrorBadFileExtension;Wrong file extension. Please select a file with extension &1
fniErrorBadFileURL;The file name points to the oustide of the web application. Please select a file within &1
fniErrorFileNameNull;Please input a file name
fniFileExtensionInfo;Please select a file with extension "&1".
fniFileExtensionInfoAll;There is no restriction in respect to the file type. Any file extension is OK.
fniFileName;File Name
fniInfo;With the file search dialog select a file from your local file system. The absolute path information is converted into a relative URL - that can be used to refer e.g. an image or css. Therefore the file must be within directory "&1" (or any sub directory).
fniPopupTitle;File Name to URL
fniTakeOver;Take Over
generateCode;Generate Code
layoutCodeSuccessFileSaved;Layout and Source File were saved successfully (see Edit->Resources for further info)
layoutCodeTextSuccessFileSaved;Layout Source File and Translation File were saved successfully (see Edit->Resources for further info)
layoutTextSuccessFileSaved;Layout and Translation File were saved successfully (see Edit->Resources for further info)
le.prt.errors;Errors
le.prt.id;Id
le.prt.message;Message
le.prt.protocol;Protocol
le.prt.tag;Tag
le.prt.type;Type
le.prt.warnings;Warnings
litAssCompareLang;Comparison Language
litAssFileContent;File Content
litAssLanguage;Language
litAssLanguageSettings;Language Settings
litAssLiteralMaintenance;Literal Maintenance
litAssQuestionSaveChanges;You are about to change the language to maintain texts. There are unsaved changes. Do you want to save these changes?
litAssTextId;Text ID
litAssUpdateLanguage;Update Language Settings
lm.pleasedefinelanguage;Please define a language first
lm.reservedforcis;This abbreviation is reserved for CIS
lm.savedclickdetails;Saved &1. Click message for details.
looseCodingCancel;Cancel
looseCodingReload;Reload File
looseCodingSave;Save Changes
loosedataCancel;Go Back
loosedataLoose;Lose Data
loosedataQuestion;You are about to lose unsaved data. What do you want to do?
loosedataSave;Save Data
memberQualifier;Member Qualifier
menuCodeGenCopy;Copy
menuCodeGenCut;Cut
menuCodeGenPaste;Paste
menuCodeGenRemove;Remove
menuCodeGenShiftLeft;- Tab
menuCodeGenShiftRight;+ Tab
menuCodeGenTakeOver;Take Over Generated Code
menuEdit;Edit
menuEditCopy;Copy
menuEditCut;Cut
menuEditDelete;Delete
menuEditPasteAsFirst;Paste as First
menuEditPasteAsLast;Paste as Last
menuEditRedo;Redo
menuEditUndo;Undo
menuFile;File
menuFileExit;Exit
menuFileNew;New...
menuFileOpen;Open...
menuFilePublish;Publish
menuFileSave;Save
menuFileSaveAs;Save Layout as...
menuPreview;Preview
menuPreviewMode;Preview Mode
menuPreviewModeDefault;Default
menuPreviewModeHTML;HTML in SWT
menuPreviewPreview;Preview
menuPreviewPreviewWithDummyAdapter;Preview with dummy adapter
menuPreviewPreviewWithNewestClasses;Preview with latest Classes
menuSeparator;&SEPARATOR
menuView;View
menuViewConfiguration;Configuration
menuViewLog;Log
menuViewProtocol;Protocol
menuViewResources;Resources
menuViewServerLog;Server Log
menuViewXML;XML
multilinePopupHints;Hints/ Examples
multilinePopupTitle;Input
newfileFileName;File Name
newfileName;Name
noNeedToSave;You did not make changes since the last save.
okNewestClasses;The adapters are now running in a new class loader
openfileCancel;Cancel
popupTitleConfiguration;Configuration
popupTitleLitAssSaveChanges;Save Changes?
popupTitleProtocol;XML To HTML Generation Information
popupTitleReloadJavaSource;Reload File From Disk?
popupTitleResources;Resources
popupTitleServerLog;CIS Server Log File
popupTitleXML;XML Layout Definition
previewEdit;Preview
propNameValidation;Regular Expression 
propnamevalidationhint;Your input is not a valid name for a property or method. The name must start with a lower case character (a-z or) followed by  characters (a-z A-Z) or digits (0-9).
questionReloadJavaSource;The Java source file has changed on the file system - and the Code Assistant has unsaved changes too. You are about to overwrite the file on the file system. Do you want to save the code changes (overwrite file) - or do you want to reload the file from file system (and loose current data)?
rbnp.button2;Ok
rbnp.button3;Cancel
rbnp.icon12;Border Type
rbnp.icon14;Border Type
rbnp.icon15;Border Style
rbnp.icon16;Border Style
rbnp.icon17;Border Width
rbnp.icon18;Border Width
rbnp.icon19;Border Color
rbnp.icon20;Border Color
rbnp.label3;Style..
rbnp.label4; Width..
rbnp.label5;Border Color..
recp.label1;More Colors...
ree.label2;If working with 1024*768 display: switch browser to full screen
ree6.absicon0;Preview
ree6.absicon1;Save
ree6.absicon2;Preview
ree6.absicon3;Save
ree6.colarea0;File
ree6.colarea1;Log
ree6.colarea10;Hot Key
ree6.colarea11;Data Binding
ree6.colarea12;Multilanguage Management
ree6.colarea13;Formula Editor
ree6.colarea14;Data Validation
ree6.colarea15;File
ree6.colarea16;Log
ree6.colarea17;Configuration
ree6.colarea18;Preview
ree6.colarea19;Clipboard
ree6.colarea2;Configuration
ree6.colarea20;Text
ree6.colarea21;Attributes
ree6.colarea22;Status
ree6.colarea23;Background Image
ree6.colarea24;CSS
ree6.colarea25;Hot Key
ree6.colarea26;XML Binding
ree6.colarea27;Multilanguage Management
ree6.colarea28;Formula Editor
ree6.colarea29;Data Validation
ree6.colarea3;Preview
ree6.colarea4;Clipboard
ree6.colarea5;Text
ree6.colarea6;Attributes
ree6.colarea7;Status
ree6.colarea8;Background Image
ree6.colarea9;CSS
ree6.field0;Font Family
ree6.field1;Font 
ree6.field2;Font Family
ree6.field3;Font 
ree6.icon0;New Form
ree6.icon1;New Form
ree6.icon11;Preferences
ree6.icon13;Property Editor
ree6.icon15;Event Editor
ree6.icon16;XML Schema (XSD)
ree6.icon18;Preferences
ree6.icon19;Background Image
ree6.icon2;Save As
ree6.icon21;Style Sheet
ree6.icon22;Property Editor
ree6.icon23;Hot Key
ree6.icon25;Code Assistant
ree6.icon26;XML Binding
ree6.icon27;Literal Assistant
ree6.icon28;Formula Editor
ree6.icon29;Validation Rules
ree6.icon30;Event Editor
ree6.icon34;Background Image
ree6.icon36;Style Sheet
ree6.icon38;Hot Key
ree6.icon4;Open
ree6.icon40;Code Assistant
ree6.icon41;XML Properties
ree6.icon42;Literal Assistant
ree6.icon43;Formula Editor
ree6.icon44;Validation Rules
ree6.icon45;Overview
ree6.icon5;Save As
ree6.icon7;Open
ree6.icon9;XML Schema (XSD)
ree6.iconAlignCenter;AlignCenter
ree6.iconAlignLeft;Align Left
ree6.iconAlignRight;Align Right
ree6.iconBold;Bold
ree6.iconBorder;Border
ree6.iconColor;Color
ree6.iconItalic;Italic
ree6.iconUnderline;Underline
ree6.label0;Font
ree6.label1;Size
ree6.label2; 
ree6.label3;Font
ree6.label4;Size
ree6.label5; 
ree6.label6;Color
ree6.radiobutton0;Screen Test Only
ree6.radiobutton1;Run Application
ree6.radiobutton2;Screen Test Only
ree6.radiobutton3;Run Application
ree6.rowtabarea0;Home
ree6.rowtabarea1;Edit
ree6.rowtabarea2;Insert
ree6.rowtabarea3;Tools 
ree6.rowtabarea4;Home
ree6.rowtabarea5;Edit
ree6.rowtabarea6;Insert
ree6.rowtabarea7;Tools
ree6e.label3;XMLSchema 
ree6w.field3;Color
ree6w.field4;Font 
ree6w.field5;Font Family
ree6w.label1;XMLSchema
reedt.label1; 
reeta.label1; 
reete.label0; 
reete.label1; 
reete.label2; 
reetp.label4;Item Name
reetp.label5;e.g. Container, Controls
reetp.label6; 
reetp.label7; 
reetp.rowarea2;Control Palette 
reetp.rowarea3;Sub Controls
refeo.column0;Id
refeo.column1;Valueprop
refeo.column2;Formula
refeo.rowarea1;Formula Overview
relse.button2;Parse
relse.button3;Refactor
relse.label10;Change
relse.label11;Path
relse.label12;Name
relse.label13;ID
relse.label7;Layout File
relse.label8;ML File
relse.label9;ID Prefix
relse.titlebar1;Layout String externalizer
resourceAbsPath;Absolute Path
resourceCode;Java Source
resourceLastModified;Last Modified
resourceName;Name
resourcePopupOKMessage;Editor Resources
resourceTrans;Translation File
resourceXML;XML Layout 
revec.rowarea0;Java
revre.button0;Add...
revre.button1;Modify...
revre.button2;Remove...
revre.button3;Ok
revre.button4;Cancel
revre.button5;Ok
revre.button6;Cancel
revre.button7;Add
revre.button8;Delete
revre.label0;Validation Rules
revre.label1;Events
revre.label12;Text ID
revre.label13;Translation Reference:
revre.label2;If this condition is true:(Enter date in YYYYMMDD format)
revre.label3;then show this error alert:
revre.label4;Message
revro.column0;id
revro.column1;Value prop
revro.column2;Validation Rules
revro.rowarea0;Validation Rules Overview
rexmlsd.button6;Load Schema
rexmlsd.label24;URL
rexmlsd.label25;Name
rexmlsd.label26;NodeType
rexmlsd.label27;Type
rexmltv.icon1;Create WSDL Page
rexmltv.label3;Display&nbsp\;level
rexmltv.label4;Name
rexmltv.label5;Value
rexmltv.rowarea4;Text content
rexmltv.rowarea5;Text content
rexmltv.rowarea6;Structured content
rexmltv.rowarea7;Namespaces
rexmltv.titlebar1;XML Treeviewer
rexmltvs.label0;Attribute / Child
rexmltvs.label1;Value
ribpmempty.label0;If working with 1024*768 display: switch browser to full screen
rxcide.label3;To run this page you now need to define its page processing.
rxcide.label4;Please open the page processing as shown in the screenshot.
rxcide.label5;After creating the page processing, preview ths page with latest classes.
rxcide.titlebar1;Applciation Composer - Deployment Error
rzzgen.button0;Ok
rzzgen.button1;Cancel
rzzgen.icon0;Border Type
rzzgen.icon2;Border Type
rzzgen.icon3;Border Style
rzzgen.icon4;Border Style
rzzgen.icon5;Border Width
rzzgen.icon6;Border Width
rzzgen.icon7;Border Color
rzzgen.icon8;Border Color
rzzgen.label0;Style..
rzzgen.label1; Width..
rzzgen.label2;Border Color..
scconfig.label.defaultlocation;at  default location (i.e. &quot\;cis/styles&quot\;)
scconfig.label.inputdirchoice;Input any directory of choice (e.g. C:/Program Files/Eclipse/workspace/zzz/styles&quot\;) 
scconfig.label.inputdirname;Input the name of a directory relative to the web application's context root. Please note: the directory must on second sub-level e.g. &quot\;yourproject/styles&quot\; or &quot\;common/styles&quot\; 
scconfig.label.keeptstylesheets;You can keep your style sheets in a different directory. We recommend to use a directory within the web application. But the Style Sheet Edior can deal with any directory of choice. 
scconfig.label.outsidewebapp;outside the web application
scconfig.label.ownstylesheetskept;Your own style sheets are kept... 
scconfig.label.pleasenote;Please note: you have to ensure that copies of the generated style sheets (and the corresponding images) are available within the the web application context on runtime.
scconfig.label.stylesheetdir;The directory of the CIS Style Sheets (style sheets that have prefix &quot\;CI&quot\;) is &quot\;cis/styles&quot\;. It is fixed - i.e. not changeable.
scconfig.label.withinwebapp;within the web application (not default location)
scconfig.rowarea.location;Location
scconfig.rowareadirectories;Directories
scconfig.stylesheetdir;Style Sheet Directories
successCopiedNodes;&1 item(s) are copied into buffer
successFilePublished;Layout was saved as &1 HTML page as &2
successFilePublishedCode;Layout HTML page and Source Code were saved successfully (see Edit->Resources for further info)
successFilePublishedCodeText;Layout HTML page Source Code and Translation File were saved successfully (see Edit->Resources for further info)
successFilePublishedText;Layout HTML page and Translation File were saved successfully (see Edit->Resources for further info)
successFileSaved;Layout was saved as &1
successFileSavedJava;Java Class was saved as &1
successFileSavedMultiLanguage;File was saved as &1
successPreviewRefreshed;Layout was refreshed
tabCodeAssistant;Code Assistant
tabHTMLPreview;HTML Preview
tabLiteralAssistant;Literal Assistant
tabPDFPreview;PDF Preview
tabXmlBinding; XML Binding
titleEmpty;Layout Painter - no layout defined
vc.cmi.gencode;Generate Code
workplaceabt.titlebar0;About Application Designer
wsdldataadpt.rowarea0;XML Binding View and Status
ree6.colarea26a;Java Binding
ree6.colarea30;Window
ree6.snbw;Start in New Browser Window
rxcicfe.label2;Please set Host and Port in the configuration file endnodes.xml
rxcicfe.label3;Undefined Host and Port port settings were found in the System configuration file endnodes.xml.
rxcicfe.label5;You can always change these values later if your configuration has changed.
rxcicfe.titlebar1;Host and Port must be configured once.
rxcide.label11;Please define Host and Port in the configuration file endnodes.xml
rxcinpe.label3;Natural Page Error
rxcinpe.label4;Support for Natural Pages is not installed in this version.
rxcinpe.label5;Natural Pages are supported in the Product AJAX4Natural.
rxcinpe.titlebar1;AJAX4Natural is not installed.
menuViewHTML;HTML
ree6.icon8;Reload
ree6.rowtabareaPlugins;Extensions
